index,Vietnamese,Rating,emotion
4911,"Rất vừa ý, Cám ợn Lazada giao hàng rất nhanh",5,positive
4912,rất xịn,5,positive
4913,"rất xịn sò, đang test nên chưa biết chất lượng thế nào, vỏ đẹp, sang trọng, mình rất hài lòng!",5,positive
4914,"Rất xịn xò, tiền nào của đó",5,positive
4915,re đep xin sang qua vua lòng cam on shop,5,positive
4916,"Rẻ, đẹp",5,positive
4917,"rẻ, đẹp ngất ngây nha chị em",5,positive
4918,Reina S. 23 thg 2 2022,5,neutral
4919,Reneza C. 10 thg 2 2022,5,neutral
4920,"Review nhiều khách nhận hàng bị móp chảo. Vậy nên khá lo lắng. nhưng lần này Lazada gói hàng cực kĩ, đựng thùng kèm chống xóc rất OK. thank Lazada",5,positive
4921,"Sẩm phẩm tuyệt vời, đóng gói cẩn thận và giao rất nhanh nha ",5,positive
4922,Săn đc bộ nồi chảo giá rẻ. Quà tăngj con ăn hết veo trong 1 ngày. Giao hàng nhanh chóng đóng gói cẩn thận,5,positive
4923,"săn đc giá 614 quá rẻ ,hàng đẹp chất lượng ,nồi to hơn trong ảnh ,1 cái chảo của mình bị xước nên hơi buồn",4,positive
4924,"Săn dc sale giá khá rẻ. Nồi xịn xò, giao hàng nhanh, có quà tặng kèm. Mới sử dụng chưa quen, k có dầu nên món ăn hơi khô, chín k đều",5,positive
4925,Săn deal 1đ shop gói hàng kỹ.cám ơn shop,5,positive
4926,"sẵn dịp săn sale giá tốt mình hốt 2 cái luôn, 1 cái dùng cho bếp từ, 1 cái dùng bếp thường . Rất ưng, shop đóng gói rất kỹ và chắc chắn.",5,positive
4927,"săn được 2 nồi với giá 2đ, cảm ơn tefal nhiều",5,positive
4928,Săn được em này hôm 12.12. quà xịn sò. nồi rất đẹp và tiện dung. shipper giao hàng dễ thương và nhiệt tình,4,positive
4929,Săn được em này hôm 12.12. quà xịn sò. nồi rất đẹp và tiện dung. shipper giao hàng dễ thương và nhiệt tình,5,positive
4930,"Săn được giá rẻ, giao hàng nhanh, nồi to chắn chắn, dùng tốt, nên mua!",5,positive
4931,"Săn được sale giá cực rẻ , đồ rất xịn . Sẽ ủng hộ lần sau , bộ nồi chảo nhìn rất đẹp . Ship nhanh lắm ạ",5,positive
4932,"săn được với giá 0đ. Giao hàng nhanh. Rất thích, mình đã mua dc rất nhiều chảo ở shop vs giá 1đ và 0đ. Luôn ủng hộ Tefal",5,positive
4933,sản ohẩm rất tốt mình rất hài lònh với sản ohẩm sẽ utng hôh shop nhiều nhiều cảm ơn shop ạ cảm ơn,5,positive
4934,Sản ohẩm rất tốt phù hợp. Mình csrm ơn shop rất nhiều sẽ ủng hộ shop dài dài . mong shop làm ăn phát dfạt,5,positive
4935,"Sản phẩm bắt mắt , nhìn cũng xịn sò , giá này quá được, còn tặng bánh nữa hihi thanks shop nhiều",5,positive
4936,"Sản phẩm bị móp lỗi khi giao hàng, yêu cầu kho xuất hàng cẩn trước khi giao cho khách",5,positive
4937,"sản phẩm bị mót méo một ít mà shop vẫn giao ,làm cho nhìn vào chảo mất thẩm mỹ, k cân đối nên nhìn vào cũng thấy hơi khó chịu xíu . nhưng nhìn vào màu sắc vân đá đẹp vì mình mua  lần 2,nên đã dùng qua chảo chiên rất tốt  nên mình vẫn cho 5 sao. Mong shop chú ý giao sản phẩm không bị lỗi cho khách hàng. Bên vận chuyển lazada nhanh lắm ạ.  nhân viên giao hàng nhiệt tình.",5,positive
4938,"Sản phẩm bị rò điện nhưng hãng lại cho là do điện của thị trường Việt Nam ko có tiếp mát nên bị giật 
Thật không biết xử lý như nào luôn",1,negative
4939,"sản phẩm cầm chắc chắn, màu sắc đẹp. Giao hàng nhanh. Đang muốn mua thêm sản phẩm tương tự và nhỏ hơn.",5,positive
4940,"Sản phẩm cầm chắc tay, chống dính ok, mới xài nên để xem như thế nào, nhưng nói chung là tốt",5,positive
4941,"Sản phẩm chắc chắn lắm ạ, cảm ơn shop nhiều nhé, mình sẽ ủng hộ dài dài 💋💋💋💋💋💋❤️❤️❤️❤️❤️❤️❤️❤️",5,positive
4942,"Sản phẩm chắc chắn, ngoại hình đẹp. Nấu áp suất rất mau chín, hài lòng về sản phẩm.",5,positive
4943,Sản phẩm chắc chắn. Giao hàng nhanh trong 4h. Nồi cơm nhỏ nhưng phù hợp ăn 3 người vẫn đủ. Hàng điện tefal là yên tâm rồi,5,positive
4944,"Sản phẩm chảo chống dính Tefal Light & clean đúng như thông tin qc, sử dụng rất tiện;
Đóng gói cẩn thận; giao hàng nhanh.
Các bạn có nhu cầu nên mua dùng.
Chấm Shop và Lazada năm SAO.",5,positive
4945,"sản phẩm chất lượng lắm ạ, đóng gói cẩn thận mua được sale nữa giá, rất hài lòng, nhưng dung tích hơi nhỏ thật sự, nấu 1 lít sữa cứ sợ bị trào ra ngoài",5,positive
4946,sản phẩm chất lượng nhìn thích lắm mà hơi nhỏ,5,positive
4947,sản phẩm chất lượng rất hài lòng cảm ơn Tefal,5,positive
4948,sản phẩm chất lượng shop giao hàng rất nhanh mới đặt tối qua mà hôm sau nhận được luôn gọi là siêu siêu nhanh rất hài lòng,5,positive
4949,"Sản phẩm chất lượng tốt, giao hàng nhanh chóng chỉ trong 2 ngày, giá thành hợp lí, sẽ mua tiếp lần sau!",5,positive
4950,"sản phẩm chất lượng tốt, thiết kế đẹp",5,positive
4951,sản phẩm chất lượng tốt. Hàng quốc tế giao hàng nhanh  giá rẻ. Hình ảnh mang tính chất nhận xuuuuuuuu,5,positive
4952,"Sản phẩm chất lượng, cầm nặng tay, đóng gói sản phẩm chắc chắn, giao hàng nhanh, nhiệt tình, okkk",5,positive
4953,"Sản phẩm chất lượng, mẫu mã đẹp. Được khuyến mãi cái chảo rất thích. Cám ơn shop",5,positive
4954,"Sản phẩm chất lượng, mẫu mã rất đẹp.",5,positive
4955,"Sản phẩm chất lượng, sử dụng rất thich, shop đống hàng rất kỹ , cam ơn shop, sẽ tiep tuc ung hộ shop",5,positive
4956,Sản phẩm chất lượng. Bắt lửa nhanh. Lazada giao hàng rất nhanh. Lần này mua rất hài lòng. Tks,5,positive
4957,Sản phầm chất lượng. Chất liệu rất dày dặn. Chưa nấu thử nhưng thấy rất ok. Giao hàng cực kì nhanh,5,positive
4958,sản phẩm chất lượng... đóng gói chắc chắn ............. đẹp... cho shop 5* nhé. ..........,5,positive
4959,"Sản phẩm chính hãng đúng y như mô tả nhìn đẹp bắt mắt, đóng gói kỹ càng chống va đập tốt rất hài lòng.",5,positive
4960,"sản phẩm chính hãng, cầm chắc chắn, xịn xò, lớp chống dính quà chất lượng, dùng là mê ngay. giao hàng nhanh, đóng gói cẩn thận. cho shop năm saooooo",5,positive
4961,"sản phẩm chính hãng, cầm chắc chắn, xịn xò, lớp chống dính quà chất lượng, dùng là mê ngay. giao hàng nhanh, đóng gói cẩn thận. cho shop năm saooooofghhjjjjkhfghfhvygfhhfjcrgvbhfghjhfujhhhuuhgyyhh gtgfhjufuguguiy7iguifguguiujfuijgvvhhjjhfugyhuigituff6gxfhjcfsig.",5,positive
4962,"Sản phẩm chính hãng, đẹp, đóng gói kỹ, giao hành nhanh. Chảo lòng sâu có vết nứt nhẹ.",4,positive
4963,"Sản phẩm chính hãng, đẹp. Đóng gói cẩn thận, giá tiền quá hợp lý. Tôi rất hài lòng",5,positive
4964,"Sản phẩm chính hãng, giao rất nhanh!!! Cực kỳ hài lòng :3",5,positive
4965,"sản phẩm chống dính tốt, cầm chắc tay, dùng bếp từ rất thích. tính năng thông báo nhiệt độ rất hay. rất hài lòng về sản phẩm chảo của Tefal",5,positive
4966,"sản phẩm chuẩn chất lượng, rất hài lòng. giao hàng bao bì đóng gói cẩn thận. Hài lòng với chất lượng!",5,positive
4967,Sản phẩm chuẩn. Hàng tốt. Giá ngon. Giao hàng nhanh. Phải lắp thật chuẩn máy mới chạy .🤩 Chúc shop bán hàng đông khách nhé.,5,positive
4968,"Sản phẩm của shop mình rất hài lòng,giao hàng nhanh ,CSKH tốt. Shiper thân thiện, giao hàng nhanh, cảm ơn ạ!",5,positive
4969,Sản phẩm của tefal không bao giờ làm mình thất vọng cả. Chảo rất đẹp và cứng cáp rất đáng mua nha mọi người,5,positive
4970,"sản phẩm cực đẹp, dùng thích lắm các bạn nhé. chuẩn hãng. có kèm sách hướng dẫn các món ăn cực ngon. đã nấu món bò hầm cà chua, khoai tây: 30p mềm, nhừ lắm.",5,positive
4971,Sản phẩm đáng đồng tiền bát gạo. Dùng rất là thích ,5,positive
4972,"Sản phẩm đáng giá đồng tiền , lưỡi dao bén 
đóng gói rất cẩn thận . cảm ơn shop ",5,positive
4973,Sản phẩm đẹp,5,positive
4974,"Sản phầm đẹp , đóng gói cẩn thận 🥰 giao hàng nhanh ",5,positive
4975,"sản phẩm đẹp , đóng gói cẩn thận. Khi dùng tiếng ồn hơi to",4,positive
4976,"sản phẩm đẹp ,ưng ý",5,positive
4977,Sản phẩm đẹp cầm nặng tay lắm ah,5,positive
4978,Sản phẩm đẹp chắc chắn đóng gói cẩn thận rất hài lòng. Hiện chưa xử dụng. Cho shop 5 sao. Chúng tôi mong Lazada quảng cáo hàng trên kênh của mình hàng chất lượng bền thẩm để khách hàng tin tưởng Lazada hơn. Về quy định không được khui bao bì khi nhận hàng thì làm sao kiểm tra được chất lượng để nghi quí công ty xem lại quy định trên. Nhân viên giao hàng ân cần lịch thiệp Thương hiệu tèal có máy xay sinh tố đa năng cối thuỷ tinh không ạ,5,positive
4979,Sản phẩm đẹp chắc chắn giao hàng nhanh. Chưa sd nên không biết thế nào,5,positive
4980,sản phẩm đẹp chất lượng đóng gói cẩn thận ok,5,positive
4981,sản phẩm đẹp dày dặn đóng gói kỹ càng đẹp độ bền thì qua thời gian sử dụng mới biết nói chung nên mua,5,positive
4982,Sản phẩm đẹp độ bền thì chưa biết Giao Hàng Vina Capital cực chậm và lâu,5,positive
4983,Sản phẩm đẹp đóng gói cẩn thận cho5 sao,5,positive
4984,Sản phẩm đẹp đóng gói cẩn thận chưa sử dụng nên chưa biết chất lượng nhưng vẫn cho shop 5 sao,5,positive
4985,Sản phẩm đẹp đóng gói cẩn thận giao hàng nhanh mỗi tội không đun được bếp từ phải dùng bếp ga hay bếp hồng ngoại không đọc kỹ trước khi mua sẽ mua chỗ khác,5,positive
4986,"Sản phẩm đẹp đóng gói kỹ càng sử dụng dễ dàng thao tác đơn giản, phù hợp với mọi người, giao hàng quá lâu",5,positive
4987,"Sản phẩm đẹp Giao hàng Nija vân cực nhanh , chất lượng thì để thời gian mơia giám fiback nhưng nhìn sơ bộ thì khá là best",5,positive
4988,"Sản phẩm đẹp giao nhanh, nhưng chương trình có báo tặng chảo mà ko giao quà khuyến mại. quảng cáo sp có 16 chức năng, thực tế chỉ có 12 chức năng, sách hdsd sơ sài, muốn biết làm cơm cháy ntn thì đc nv cho biết là ko làm được. Vậy là quảng cáo sp bị sai sự thật. Nv hẹn phản hồi nhưng rất chậm.",3,neutral
4989,Sản phẩm đẹp giống mô tả... ,5,positive
4990,Sản phẩm đẹp hài lòng.,5,positive
4991,Sản phẩm đẹp hài lòng. Chỉ là hơi buồn vì vừa mua xong shop lại giảm giá rẻ hơn nữa hic. Khi chiên phần giữa chảo sẽ phồng lên. Bạn nào chịu đc thì đặt hàng nhé,5,positive
4992,Sản phẩm đẹp kiện hàng đóng gói cẩn thận chưa dùng nên chưa biết chất lượng nhưng vẫn cho shop 5 sao,5,positive
4993,Sản phẩm đẹp lắm,5,positive
4994,"sản phẩm đẹp như hinh, chưa xài, chưa biết",5,positive
4995,"sản phẩm đẹp như hình, còn chức năng độ bền thì sử dụng 1 tgian mới nhận xét dc. nhưng shop giao thiếu một món quà tặng khuyến mãi thứ 2 khi mua vào giờ vàng.đề nghị shop gửi lại cho khách hàng.",5,positive
4996,sản phẩm đẹp như hình.. nhưng cần thời gian để đánh giá chất lượng.. vote shop 5 sao vì gói đồ khá là kỹ <3,5,positive
4997,"Sản phẩm đẹp như mô tả, đóng gói kỹ lưỡng, thời gian giao hàng quá nhanh. Mong Tefal sẽ đến với mọi nhà.",5,positive
4998,sản phẩm đẹp rất hài lòng. chưa sử dụng nên chưa biết độ bền ntn...........................,5,positive
4999,Sản phẩm đẹp và chất lượng nhưng chưa sử dụng qua.Cảm ơn cửa hàng nhiều.,5,positive
5000,"sản phẩm đẹp và chất lượng, đã sử dụng cảm thấy rất ưng ý, nhưng cầm hơi nhẹ tay, giao hàng nhanh hơn dự kiến, cảm ơn shop.",5,positive
5001,"sản phẩm đẹp và chất lượng, đóng gói cẩn thận, đủ số lượng. đáng mua nhé mọi người. mua sale nên quá rẻ.",5,positive
5002,"Sản phẩm đẹp và chất lượng, nhỏ gọn, nồi nấu dầy và nặng. Cảm ơn cửa hàng nhiều .",5,positive
5003,Sản phẩm đẹp và chất lượng. Năm sản xuất:01/21. Cảm ơn cửa hàng nhiều .,5,positive
5004,Sản phẩm đẹp và chất lượng.Năm sản xuất 03/21. Cảm ơn cửa hàng nhiều .,5,positive
5005,"Sản phẩm đẹp và đóng gói rất kỹ. Hình thức bên ngoài sang trọng, nồi bầu đít đầm tay, thấy cứng cáp. Chưa nấu nên chưa đánh giá chất lượng cơm sau khi nấu. Phần nắp nhôm tháo rời được nên an tâm việc vệ sinh sau này. Đánh giá trước khi nấu là 8/10",5,positive
5006,"san pham đep xin xò,san sale được giá rẻ,xài thích lắm còn chất lượng thì phải xài một thời gian mới biết",5,positive
5007,"sản phẩm đẹp,  chất lượng mua được hàng sale cảm thấy hài lòng lắm,  sẽ ủng hộ shop lần sau 👍👍👍",5,positive
5008,"sản phẩm đẹp,  hàng được tặng với máy ép., ",5,positive
5009,"Sản phẩm đẹp, cầm chắc tay, đóng gói quá cẩn thận, hàng không bị hư. Lần đầu xài nên chưa biết chống dính có lâu bền hay không.",5,positive
5010,"Sản phẩm đẹp, cầm chắc tay. Đóng gói cẩn thận, không một vết xước. Nồi hơi to so với gia đình 2 người. Hài lòng.",5,positive
5011,"Sản phẩm đẹp, cầm chắc tay. Đóng gói cẩn thận, mình đã dùng nhiều sản phẩm của Tefal và rất ưng ý. Tuy dịch nhưng giao hàng không quá lâu. Đang đợi chương trình rinh thêm em máy xay sữa hạt",5,positive
5012,"sản phẩm đẹp, cầm rất chắc tay, nhìn đẹp đóng gói chắc chắn Giao hàng nhanh, 1 ngày đã nhận được hàng rồi shop tư vấn nhiệt tình",5,positive
5013,"Sản phẩm đẹp, chắc chắn",5,positive
5014,"Sản phẩm đẹp, chắc chắn, giao hàng nhanh gọn",5,positive
5015,"sản phẩm đẹp, chắc chắn, mẫu mã đẹp, hàng đúng mô tả, đóng gói cẩn thận. lần sau sẻ ủng hộ shop nhiều",5,positive
5016,"Sản phẩm đẹp, chắc chắn. Đóng gói cẩn thận. Giao hàng siêu nhanh. Nhất là mua đc với giá sale.",5,positive
5017,"Sản phẩm đẹp, chắc chắn. lồng nồi vừa dùng, nút vặn cơ tay nhưng ko có hướng dẫn nhiệt độ cụ thể nên khó dùng phải tự tìm hiểu. 
",4,positive
5018,"sản phẩm đẹp, chất lượng thì dùng lâu mới đánh giá chính xác được............................",5,positive
5019,"sản phẩm đẹp, chất lượng thì dùng lâu nhận xét mới chính xác đc",5,positive
5020,"Sản phẩm đẹp, chất lượng, đóng gói cẩn thận và giao hàng nhanh. Mình mua lần đầu trên Lazada và đọc nhiều bình luận không được như ý, nên rất lo. Nhưng thật tuyệt.. ",5,positive
5021,"Sản phẩm đẹp, chất lượng, hài lòng, đóng gói rất chắc chắn, nhưng giao hàng cho nhà vận chuyển hơi chậm.",5,positive
5022,"sản phẩm đẹp, chưa dùng nên chưa biết ntn...",5,positive
5023,"sản phẩm đẹp, chưa sử dụng nên không biết chất lượng thế nào",4,positive
5024,"Sản phẩm đẹp, chưa sử dụng nhưng rất háo hức, mong sản phẩm chất lượng tốt. 👍👍👍👍👍👍👍👍",5,positive
5025,"Sản phẩm đẹp, đặc biệt giao hàng nhanh (đặt hàng lúc 00:00 ngày 11, ngày 13 đã nhận được), chất lượng mới dùng nên đánh giá sau.Luôn ủng hộ Lazada.",5,positive
5026,"Sản phẩm đẹp, dày dặn giao hàng nhanh",5,positive
5027,"Sản phẩm đẹp, dày dặn, chắc chắn còn được tặng thêm chảo chống dính 28cm nữa. Rất hài lòng cho shop 5 ⭐⭐⭐⭐⭐",5,positive
5028,"sản phẩm đẹp, dày và chắc chắn. Còn nấu nướng như thế nào không phải là công việc của mình nên mình không đánh giá được",5,positive
5029,"sản phẩm đẹp, dễ dùng",4,positive
5030,"Sản phầm đẹp, dễ sử dụng. Đồ nướng rất ngon. Tuy nhiên mới nhận hàng nhưng bị bể phần nhựa lắp phía trên ( ko biết do vận chuyển hay bể từ trước ), hơi buồn chút. Vẫn đánh giá Shop 5* về sp và cách tư vấn phục vụ KH.",5,positive
5031,"Sản phẩm đẹp, đóng gói cẩn thận",5,positive
5032,"sản phẩm đẹp, đóng gói cẩn thận. Chưa sử dụng sản phẩm nên ko đánh giá chất lượng được.",5,positive
5033,"Sản phẩm đẹp, đóng gói chắc chắn, giao hàng nhanh. 👍👍👍",5,positive
5034,"Sản phẩm đẹp, đóng gói kĩ càng, giao hàng nhanh. Khi chiên cần theo dõi để đảo mặt để đồ ăn ngon hơn. Đồ ăn khi chiên xong khá ngon",4,positive
5035,"Sản phẩm đẹp, đóng gói kỹ",5,positive
5036,"Sản phẩm đẹp, đóng gói kỹ lắm, giao hàng nhanh. Mình đã sử dụng và rất hài lòng. Màu đỏ đẹp lắm luôn. ",5,positive
5037,"Sản phẩm đẹp, giá cả hợp lý. Đóng gói và vận chuyene khá lâu. Chưa sử dụng nên chưa biết chất lượng",5,positive
5038,"sản phẩm đẹp, giá sale tốt, đã mua sản phẩm thứ 2 thấy hài lòng về sản phẩm, đáng mua,cảm ơn shop",5,positive
5039,"Sản phẩm đẹp, giá tốt. Size bé xinh xinh",5,positive
5040,"Sản phẩm đẹp, giao đủ hàng, chảo của tefal thì sử dụng an tâm, mong sẳn phẩm bền, không bị tróc",5,positive
5041,"sản phẩm đẹp, giao hàng hơi chậm nhưng đóng gói cẩn thận, đã mua nhiều lần của Tefal và rất hài lòng với sản phẩm nhận được",5,positive
5042,"sản phẩm đẹp, giao hàng nhanh, đóng gói kỹ. giá sale nên khá hài lòng về sản phẩm này. cảm ơn..",5,positive
5043,"sản phẩm đẹp, gói cẩn thận rất hài lòng, sẽ tiếp tục ủng hộ sản phẩm 🤝",5,positive
5044,"Sản phẩm đẹp, hài lòng.",5,positive
5045,"Sản phẩm đẹp, không tì vểt, chỉcos điều đặt cái bộ có quách mà shop giao bộ có nồi 20cm 2 quai... nhưng vì sp đẹp quá nên rất ưng tặng shop 5 sao! 😃. Cảm ơn shop! Cảm ơn anh shipper!",5,positive
5046,"Sản phẩm đẹp, nhẹ và dễ dùng nhé mng. Mình rất thích cái khay nướng nhẹ nên dễ vệ sinh. Đóng gói siêu chắc chắn luôn",5,positive
5047,"sản phẩm đẹp, nhỏ gọn, nấu siêu nhanh.",5,positive
5048,"Sản phẩm đẹp, shop bán hàng rất cẩn thận. Nồi hầm nhanh, nấu cơm ngon! Rất ưng ý! Tiếc là hàng tặng lại không nấu được bếp điện!",5,positive
5049,"sản phẩm đẹp, ưng ý nhưng chưa dùng chưa bik chất lượng thế nào, shop tư vấn nhiệt tình",5,positive
5050,"sản phẩm đẹp, y như hình,chất lượng tốt, chống dính khá là im,cách đóng gói sản phẩm rất là kỉ (sản phẩm khác thì mình ko biết sao chứ sản phẩm minh nhận thấy đái của chảo ko bằng, có vẻ nó nhô lên ko biết thiết kế vậy hay bi lỗi thì minh ko biết)",5,positive
5051,Sản phẩm đẹp. Chưa sử dụng. Khi nào sử dụng sẽ đánh giá,5,positive
5052,sản phẩm đẹp. đóng gói cẩn thận giá ưu đãi kèm quà xịn nữa. giao hàng nhanh shipper giao dễ thương nhiệt tình!,5,positive
5053,"Sản phẩm đẹp. đóng gói chắc chắn.
canh sale được giảm giá và được tặng thêm chảo nhỏ nữa.
hài lòng.",5,positive
5054,Sản phẩm đẹp. Đóng gói nguyên kiện. Nhưng chưa biết chính sách bảo hành như thế nào. Mình k thấy phiếu bảo hành,5,positive
5055,Sản phẩm đẹp. Mình mua vào đợt sale Brand day nên được giá siêu tốt. Lại còn được thêm quà tặng nữa chứ.,5,positive
5056,sản phẩm đẹp. nhìn chắc sẽ ủng hộ.......................................................,5,positive
5057,"Sản phẩm đẹp. Shop phục vụ nhiệt tình, gói hàng cẩn thận",5,positive
5058,sản phẩm đẹp.tieng Việt dễ dùng.mới dùng 2 ngày chức năng gạo chắng gạo thơm cơm ngon không dính . còn chức năng khác thì chưa biết có chức năng cháng miệng thì chưa hiểu là gì.co một nỗi là không có chỗ chứa nước khi mở lắp sẽ đọng nhiều nước ở thành nồi .noi chung tốt với giá 1700k dùng một thời gian mới biết ok,5,positive
5059,"Sản phẩm đóng gói cẨn thận kỹ lưỡng, hàng ship đẹp ko hư hỏng hay lỗi gì nên sẽ ủng hộ nếu có thêm sp mới",5,positive
5060,"sản phẩm đóng gói cẩn thận
sản phẩm đẹp, nhìn chắc chắn và dễ sử dụng
còn bền hay không chưa biết",5,positive
5061,Sản phẩm đóng gói đẹp cẩn thận chất lượng cần thời gian,5,positive
5062,"Sản phẩm đóng gói kĩ, giao hàng nhanh. Đúng sản phẩm, thiết kế đẹp, đa chức năng Phù hợp với mọi lứa tuổi",5,positive
5063,"sản phẩm đóng gói rất cẩn thận, mua đc giá sale nên rất hài lòng, gia dụng của tefal thì không phải chê",5,positive
5064,"Sản phẩm đóng gói rất cẩn thận. Sản phẩm nặng tay, đã dùng qua dòng Sp này trước đó nên nhìn là thấy rất ok.
Mình gửi hình SP thực tế nhận.
Sẽ ủng hộ shop nè.",5,positive
5065,"Sản phẩm dùng khá tốt, hình dáng sản phẩm khá đẹp. Chất lượng thì phải đợi sau 1 thời gian mới biết được",4,positive
5066,"Sản phẩm đúng mẫu, đúng hình qc, Đóng gói bao bì tốt. Giao hàng nhanh. Nhân viên giao hàng nhiệt tình.",5,positive
5067,Sản phẩm đúng miêu tả. Chất lượng sản phẩm tuyệt vời. Đóng gói sản phẩm cẩn thận. Shop giao hàng nhanh. Ko biết kích hoạt bảo hành điện tử thế nào,5,positive
5068,Sản phẩm đúng miêu tả. Chất lượng sản phẩm tuyệt vời. Đóng gói sản phẩm cẩn thận. Shop giao hàng nhanh. Sẽ ủng hộ shop lâu dài.,5,positive
5069,"san pham dung mo ta, nau rat ngon, noi dep va chac chan, shop dong goi ky, giao hang rat nhanh.",5,positive
5070,"san pham dung mo ta, rat dep va cung cap, shop dong goi ky, giao hang nhanh",5,positive
5071,sản phẩm đúng như hình mùi hương dễ chịu thanks shop,5,positive
5072,"Sản phẩm đúng như hình, đẹp, đã xài thấy chống dính rất tốt. Giá sau khuyến mãi rất hợp lý so với sản phẩm thương hiệu của Pháp tốt như vậy.",5,positive
5073,"sản phẩm đúng như hình, đóng gói cẩn thận rất đẹp được tặng 1chai nước rửa chén rừng sả thanks shop",5,positive
5074,"Sản phẩm đúng như mô tả, giao hàng nhanh chóng, đóng gói cẩn thận, bàn ủi gập gọn tiên lợi , dễ mang theo khi đi xa",5,positive
5075,sản phẩm đúng như quảng cáo. giao hàng nhanh. sẽ quay lại ủng hộ khi có nhu cầu. cám ơn shop và lazada..................................................,5,positive
5076,"Sản phẩm dùng rất tốt, giá cả hợp lý. Mua bộ 3 chảo mà giá chỉ 404k.Sản phẩm rất tốt mọi người nên trải nghiệm nhé.Cảm ơn shop nhiều. ",5,positive
5077,"sản phẩm dùng thích lắm. mỗi tội nắp nồi của mình hơi vênh xíu. cái này không phải do vận chuyển vì khi mình nhận hộp không bị bóp méo, và sản phẩm được đóng gói rất cẩn thận. vẫn để 5 sao vì chất lượng nha.",5,positive
5078,"Sản phẩm dùng tốt, đóng gói kĩ càng, giao hàng mùa sale nên cũng ko thể nhanh hơn được, duy chỉ có điều nồi ko có chỗ chứa nước ở phần nắp chảy ra. Nên mua",5,positive
5079,"Sản phẩm dùng tốt. nhỏ xinh, dễ thương. giao hàng nhanh. hỗ trợ tư vấn nhiệt tình. Sử dụng rất nhiều sane",5,positive
5080,sản phẩm dùng tốt. size hơi nhỏ với ý định mua. sẽ lựa chọn chảo phù hợp trong lần sales tới. giao hàng nhanh,5,positive
5081,"Sản phẩm đúng với mô tả, nồi đẹp, dễ dàng làm sạch và giữ nhiệt tốt. Đóng gói hàng hoá cẩn thận.",5,positive
5082,"Sản phẩm đúng y như mô tả, thấy đẹp thì mua chứ chưa dùng. ",5,positive
5083,"sản phẩm được đóng gói cẩn thận để chống trầy xước, chảo cầm nặng tay, chắc chắn, chưa dùng thử nhưng thấy khá ổn",5,positive
5084,"sản phẩm được đóng gói cẩn thận. chảo rất đẹp, không bị móp méo. cầm đầm tay. chảo truyền nhiệt nhanh.",5,positive
5085,"Sản phẩm giá 0 đồng do tặng kèm nồi cơm điện cao tần i. Chưa sử dụng nhưng cảm quan đẹp, dày",5,positive
5086,Sản phẩm giao hàng nhanh và đóng gói cẩn thận. Tốt và chất lượng.,5,positive
5087,"Sản phẩm giao nhanh , có nhiều chức năng nấu , giá cả hợp lí . Bền hay không thì xài lâu mới biết",5,positive
5088,"sản phẩm giao nhanh và đóng gói cẩn thận
máy chạy có vẻ hơi ồn, nhưng hiệu quả tốt
sản phẩm tặng kèm cũng khá ổn",4,positive
5089,"Sản phẩm giao nhanh, dùng rất ok, được giảm giá nên mua lợi. Thương hiệu Tefal Pháp nên tin dùng",5,positive
5090,"Sản phẩm giao nhanh. Đóng gói rất cẩn thận. Sản phẩm cầm chắc tay, khá tốt",5,positive
5091,sản phẩm giao siêu supper nhanh luôn tranh thủ có ưu đãi đặt hàng kèm khuyến mãi siêu lowik trong mùa dichk,5,positive
5092,"Sản phẩm giống hình ảnh của shop . Giao hàng nhanh chóng, đóng gói sản phẩm chắc chắn. Hàng oke.",5,positive
5093,"sản phẩm giống hình, rất xịn xò. giao hàng thì cực nhanh luôn, người giao hàng nhiệt tình và thân thiện",5,positive
5094,"Sản phẩm giống hình, shop giao hàng nhanh và đóng gói cẩn thận. Làm sữa hạt mịn và nhanh. Nhược điểm là muốn chọn chế độ phải nhấn từ trái sang phải và máy liền khối nặng nên khó rửa hơn so với máy xay sinh tố bt",5,positive
5095,sản phẩm giống mô tả ......đóng gói rất cẩn thận .nằm trong thùng giấy có chống sốc .còn bao boc nilon phía bên ngoài thùng .tuy nhiên chảo nhỏ có 19 cm à .chảo sâu lồng đáy nhỏ hay trược .vẫn cho 5 sao.chưa sử dụng. hi vọng ổn,5,positive
5096,sản phẩm giống mô tả giao hàng nhanhsản phẩm giống mô tả giao hàng nhanhsản phẩm giống mô tả giao hàng nhanh good,5,positive
5097,"Sản phẩm giống mô tả và tốt hơn mong đợi, thời gian giao hàng nhanh. Chắc một hai tháng nữa toàn bộ nhà bếp chắc toàn Tefal",5,positive
5098,"Sản phẩm giống mô tả và tốt hơn mong đợi, thời gian giao hàng nhanh. Chúc Tefal làm ăn phát đạt.",5,positive
5099,"sản phẩm giống như hình,đóng gói cẩn thận,giao hàng nhanh,sử dụng thì khá tốt. sẽ mua tiếp  khi có nhu  cầu.",5,positive
5100,sản phẩm giống vs hình ảnh. giao hàng nhanh,5,positive
5101,"Sản phẩm hơi mỏng hơn loại đỏ,nhưng cũng xài cũng ok ,giao hàng nhanh cho shop 5 sao sẽ ủng hộ shop nhiều hơn",5,positive
5102,"sản phẩm hơi ngọt, mùi vị ca cao ko đậm lắm, hộp có 6 gói, mỗi gói vừa 1 tách nhỏ, dù sao cũng cảm ơn shop vì là hàng tặng",5,positive
